date,campaign_id,ad_id,keyword_id,region_id,customer_id,impressions,clicks,conversions,cost,revenue
2025-01-21,1,48,18,1,461,1689.0,1553.0,65.0,440.43,325.36
2025-03-23,10,2,25,14,831,4209.0,1431.0,13.0,410.02,754.61
2025-03-10,18,26,2,1,980,2491.0,1795.0,446.0,318.52,686.36
2025-05-11,16,17,21,14,698,2267.0,1628.0,433.0,160.3,660.86
2025-03-28,2,4,28,2,80,2092.0,1062.0,250.0,270.48,907.26
2025-06-14,17,9,8,2,210,270.0,77.0,305.0,380.99,971.77
2025-02-18,16,10,28,12,804,4543.0,1189.0,271.0,278.16,525.61
2025-05-27,19,49,7,10,808,528.0,264.0,207.0,119.95,947.22
2025-04-25,5,5,2,9,485,3755.0,612.0,400.0,32.79,529.63
2025-03-30,6,38,25,8,71,4976.0,1150.0,337.0,412.54,751.8
2025-03-26,17,49,22,2,48,3700.0,373.0,159.0,255.03,47.37
2025-05-08,16,40,1,3,771,2316.0,306.0,47.0,64.69,590.55
2025-05-20,16,49,11,15,921,3169.0,1517.0,261.0,245.9,246.64
2025-06-18,7,22,27,15,150,3825.0,1647.0,49.0,84.04,424.01
2025-06-10,16,41,2,7,962,3017.0,385.0,372.0,157.62,989.7
2025-06-27,9,19,2,5,587,2728.0,472.0,414.0,392.08,495.27
2025-04-27,6,37,12,11,849,1161.0,449.0,349.0,315.08,760.01
2025-05-07,16,33,12,6,929,1467.0,1124.0,361.0,,905.52
2025-03-12,9,49,22,2,269,640.0,729.0,239.0,281.4,315.61
2025-03-27,4,50,26,9,889,3780.0,1673.0,53.0,254.5,435.21
2025-02-02,6,6,22,15,839,2983.0,459.0,20.0,456.88,15.89
2025-03-22,14,23,22,15,320,1698.0,266.0,434.0,21.31,
2025-06-01,3,14,11,6,442,4649.0,151.0,67.0,407.87,858.22
2025-03-02,17,31,1,11,702,4361.0,357.0,438.0,234.45,397.75
2025-03-02,11,33,22,14,846,3870.0,1198.0,80.0,76.84,104.73
2025-04-08,8,17,16,12,965,3662.0,990.0,231.0,35.84,834.06
2025-01-28,8,1,8,8,43,2705.0,1636.0,441.0,417.64,146.29
2025-02-12,4,12,16,9,646,2681.0,265.0,68.0,208.27,73.74
2025-06-18,15,3,28,4,116,1897.0,94.0,92.0,347.95,487.03
2025-06-16,16,45,14,2,896,3327.0,1933.0,390.0,471.94,924.88
2025-03-27,11,36,4,8,368,2987.0,1111.0,215.0,233.69,852.59
2025-06-26,7,24,24,1,161,2619.0,1420.0,431.0,145.73,103.1
2025-01-17,18,41,19,1,769,4034.0,1464.0,410.0,26.43,613.05
2025-04-08,6,48,27,3,176,2461.0,1555.0,373.0,417.18,514.68
2025-04-08,4,14,22,11,109,1191.0,881.0,196.0,398.36,896.16
2025-03-06,5,37,25,14,871,2361.0,1132.0,425.0,153.66,632.01
2025-03-15,3,28,15,13,885,4504.0,1782.0,183.0,36.43,469.37
2025-03-26,6,27,16,11,429,3923.0,1476.0,223.0,482.46,128.85
2025-01-05,14,20,17,15,295,3295.0,36.0,405.0,61.91,580.56
2025-01-02,1,15,4,11,394,3501.0,414.0,156.0,185.3,563.07
2025-01-22,20,42,2,12,79,4640.0,944.0,159.0,253.77,323.65
2025-04-22,14,25,13,14,512,1364.0,796.0,42.0,234.77,963.55
2025-02-26,6,44,27,3,190,4439.0,714.0,420.0,219.11,288.54
2025-03-07,3,6,10,11,398,3240.0,1603.0,25.0,115.33,589.49
2025-03-15,17,46,8,4,773,927.0,441.0,347.0,146.33,268.3
2025-04-08,14,14,30,6,513,2752.0,26.0,367.0,119.25,299.1
2025-05-24,19,39,30,2,166,1627.0,1918.0,66.0,190.68,192.77
2025-04-22,7,42,5,12,975,,1934.0,490.0,246.52,618.0
2025-06-28,11,30,5,7,197,836.0,1245.0,416.0,15.05,1.13
2025-05-05,7,47,14,10,748,2801.0,502.0,357.0,323.22,146.72
2025-06-16,13,47,4,5,539,2694.0,35.0,190.0,,77.18
2025-03-27,14,50,27,6,380,3338.0,1468.0,156.0,379.67,120.19
2025-03-17,11,28,6,7,890,1015.0,987.0,193.0,288.38,561.8
2025-03-29,8,31,29,13,216,4048.0,1152.0,109.0,133.38,447.94
2025-06-17,12,9,8,4,877,3705.0,1810.0,112.0,378.96,224.03
2025-02-07,15,48,16,14,749,4438.0,1287.0,331.0,134.36,606.39
2025-02-28,10,2,10,8,462,643.0,175.0,321.0,112.33,652.03
2025-05-18,2,47,3,15,740,390.0,1180.0,250.0,226.42,15.53
2025-04-09,13,45,29,13,125,4685.0,829.0,113.0,393.85,572.15
2025-03-04,10,1,21,11,263,916.0,1469.0,121.0,91.04,545.63
2025-02-18,17,2,10,8,800,81.0,1355.0,34.0,13.09,197.0
2025-02-01,10,48,14,12,687,4828.0,147.0,244.0,271.68,397.77
2025-05-15,6,28,16,2,367,4698.0,998.0,317.0,121.3,172.13
2025-01-21,20,36,12,12,487,3628.0,1853.0,25.0,278.38,314.8
2025-01-20,1,23,25,1,606,3617.0,1730.0,166.0,108.3,818.66
2025-06-03,17,20,15,13,780,1474.0,965.0,198.0,147.08,855.07
2025-05-07,1,33,14,13,118,1376.0,567.0,153.0,234.33,983.6
2025-03-09,5,30,28,8,49,2419.0,820.0,387.0,171.93,628.8
2025-04-20,15,38,6,8,491,1020.0,831.0,433.0,228.95,426.18
2025-04-26,1,25,4,5,661,4705.0,1518.0,412.0,68.7,28.33
2025-05-23,17,48,25,8,472,4537.0,955.0,219.0,20.19,279.91
2025-04-30,14,16,3,14,946,773.0,197.0,478.0,478.13,651.62
2025-03-20,13,38,13,4,903,2411.0,1124.0,394.0,432.52,36.67
2025-04-26,11,47,27,2,204,2747.0,1830.0,213.0,283.57,357.2
2025-04-02,12,39,17,13,738,1135.0,496.0,177.0,273.64,
2025-01-14,6,7,25,4,441,2169.0,1189.0,312.0,123.17,693.79
2025-06-04,11,44,20,4,703,644.0,1286.0,311.0,352.75,615.6
2025-05-05,2,33,16,6,21,3838.0,1398.0,163.0,100.87,699.19
2025-06-17,18,34,3,14,68,2771.0,460.0,160.0,456.85,607.56
2025-02-27,12,17,5,6,815,1249.0,998.0,187.0,330.52,120.87
2025-01-28,15,49,30,6,730,4336.0,278.0,118.0,107.46,618.6
2025-01-26,9,40,30,4,148,1843.0,1399.0,457.0,263.17,215.7
2025-04-23,8,4,30,10,125,3823.0,576.0,454.0,443.46,431.53
2025-03-07,18,13,18,2,13,1603.0,1513.0,62.0,66.54,584.71
2025-06-02,16,26,20,10,631,1368.0,1391.0,128.0,259.19,134.6
2025-05-11,10,13,27,15,114,481.0,1489.0,208.0,22.33,505.91
2025-02-13,12,32,12,13,939,3878.0,1882.0,94.0,439.45,997.98
2025-04-07,20,43,17,5,114,488.0,1984.0,340.0,108.59,
2025-02-11,12,12,2,11,989,1819.0,557.0,358.0,444.15,825.83
2025-01-06,10,14,24,3,413,1055.0,1427.0,402.0,243.3,213.88
2025-06-16,14,21,8,3,782,3275.0,356.0,346.0,261.63,577.55
2025-06-29,4,33,25,4,773,2587.0,484.0,318.0,205.4,122.0
2025-01-23,15,41,12,1,170,2083.0,253.0,215.0,469.57,620.27
2025-03-30,20,3,29,15,612,4300.0,389.0,196.0,312.2,734.6
2025-05-03,9,7,3,15,603,2002.0,360.0,413.0,406.78,389.75
2025-06-27,7,15,3,14,699,3965.0,1251.0,121.0,174.2,541.3
2025-06-20,7,7,15,15,778,2675.0,799.0,102.0,284.93,843.46
2025-05-27,20,43,14,6,677,111.0,755.0,220.0,64.33,467.42
2025-02-20,9,48,13,6,617,4366.0,424.0,495.0,186.24,172.8
2025-01-11,10,26,15,11,876,3808.0,1266.0,273.0,106.19,471.07
2025-01-12,20,26,7,8,609,3307.0,792.0,211.0,84.68,410.2
2025-03-15,13,12,3,10,284,1705.0,1247.0,179.0,142.37,63.81
2025-01-08,6,40,24,13,219,472.0,533.0,89.0,237.42,29.04
2025-06-01,4,45,30,10,397,2924.0,949.0,404.0,26.66,96.36
2025-02-10,17,2,2,7,320,4775.0,1803.0,464.0,456.82,984.42
2025-06-13,14,40,5,6,679,682.0,97.0,310.0,439.01,665.61
2025-03-26,3,15,4,6,409,1600.0,408.0,403.0,112.34,130.55
2025-03-13,1,44,4,6,763,2072.0,1620.0,347.0,83.91,46.05
2025-02-24,18,31,2,15,436,2386.0,1758.0,308.0,484.09,866.44
2025-05-17,2,37,30,15,951,1368.0,1125.0,137.0,,509.01
2025-02-16,8,34,11,6,697,4303.0,1894.0,6.0,238.63,294.39
2025-05-23,16,12,17,3,686,3154.0,538.0,71.0,430.34,625.14
2025-06-25,4,6,12,8,885,3832.0,1324.0,105.0,159.36,151.02
2025-04-14,19,40,21,10,79,2468.0,448.0,208.0,164.15,300.19
2025-02-11,20,32,19,2,974,,149.0,38.0,187.87,600.23
2025-03-01,10,36,13,6,590,435.0,1172.0,466.0,17.43,759.2
2025-01-12,17,10,19,9,884,2216.0,763.0,203.0,268.16,936.31
2025-05-10,17,16,20,12,201,3464.0,1990.0,380.0,443.91,605.92
2025-01-07,7,25,21,15,953,3204.0,1344.0,127.0,19.81,430.96
2025-03-21,9,30,24,6,759,1461.0,394.0,315.0,282.39,520.68
2025-05-11,7,40,5,13,42,1178.0,1306.0,41.0,392.84,63.19
2025-04-19,3,29,8,5,66,3503.0,559.0,306.0,101.5,488.43
2025-01-03,12,48,2,9,990,2089.0,916.0,66.0,,287.58
2025-01-27,4,23,11,5,273,3434.0,1968.0,392.0,162.45,338.72
2025-04-24,17,39,20,3,553,1361.0,1841.0,470.0,52.2,136.05
2025-04-17,3,44,24,12,765,609.0,85.0,261.0,361.09,958.9
2025-02-09,11,7,16,10,136,,1532.0,162.0,212.26,341.71
2025-06-10,8,49,30,5,485,4559.0,1108.0,17.0,39.64,832.13
2025-05-09,2,47,2,6,942,3228.0,907.0,380.0,405.45,332.96
2025-01-08,14,14,26,14,165,140.0,1015.0,12.0,295.74,622.46
2025-04-11,4,37,17,9,254,1798.0,792.0,233.0,436.19,641.08
2025-06-09,16,2,28,13,252,418.0,1609.0,238.0,108.94,559.33
2025-05-04,14,37,23,10,304,4133.0,1588.0,178.0,296.75,438.61
2025-06-25,7,5,17,11,948,1519.0,1173.0,284.0,16.85,38.64
2025-04-17,10,38,11,13,344,1432.0,1271.0,383.0,279.35,698.5
2025-04-11,12,46,24,15,668,3080.0,1461.0,330.0,76.54,304.37
2025-01-04,8,22,23,7,408,4335.0,1311.0,73.0,260.46,461.92
2025-04-20,11,6,10,12,251,777.0,1152.0,7.0,316.55,881.6
2025-01-19,20,45,20,4,716,356.0,1170.0,482.0,482.39,759.96
2025-02-01,13,7,15,9,861,153.0,673.0,13.0,461.09,854.67
2025-05-17,12,50,13,12,836,717.0,1466.0,456.0,88.1,565.28
2025-01-12,7,36,26,6,39,313.0,272.0,476.0,36.86,311.48
2025-05-19,12,5,30,2,64,3349.0,1872.0,73.0,269.86,587.21
2025-02-15,10,26,20,13,133,3502.0,1491.0,247.0,45.08,226.84
2025-04-29,7,28,8,14,381,41.0,1649.0,291.0,120.89,151.85
2025-01-16,19,47,26,5,810,2768.0,1281.0,353.0,80.69,924.58
2025-05-09,7,23,11,1,237,4897.0,1602.0,90.0,278.7,947.8
2025-03-04,18,2,20,2,841,3463.0,517.0,113.0,54.5,226.9
2025-04-19,12,40,14,10,617,4837.0,1599.0,496.0,484.7,149.45
2025-04-29,4,50,11,14,665,4053.0,498.0,463.0,57.98,395.1
2025-01-21,1,21,28,4,967,2919.0,1525.0,153.0,449.73,178.3
2025-06-07,5,2,11,9,352,2452.0,1729.0,98.0,466.86,796.3
2025-01-13,10,2,9,4,756,4032.0,705.0,,482.81,751.79
2025-06-11,7,18,4,8,685,4481.0,1638.0,245.0,246.01,890.02
2025-01-04,20,39,27,7,931,782.0,875.0,262.0,354.45,971.06
2025-06-05,7,27,6,11,22,1501.0,1927.0,39.0,110.45,246.61
2025-04-12,13,46,28,10,133,4751.0,406.0,288.0,80.78,468.26
2025-02-28,14,5,13,8,475,862.0,967.0,334.0,38.55,824.36
2025-05-08,5,9,13,15,572,2645.0,721.0,97.0,454.4,180.95
2025-01-27,2,14,23,7,450,2965.0,1704.0,29.0,124.49,611.77
2025-03-10,14,4,15,5,615,2874.0,1272.0,380.0,370.23,846.84
2025-01-25,8,1,11,8,378,916.0,539.0,485.0,284.05,117.09
2025-05-11,20,40,23,10,869,1377.0,182.0,148.0,81.17,970.14
2025-04-07,2,22,21,1,276,885.0,394.0,370.0,289.14,234.96
2025-01-25,8,15,7,5,477,93.0,1842.0,171.0,458.91,962.5
2025-05-28,20,25,24,15,859,2731.0,1973.0,357.0,238.97,745.2
2025-06-11,5,32,11,1,368,3251.0,1636.0,364.0,185.3,749.39
2025-06-03,12,31,13,10,399,2125.0,1155.0,366.0,52.91,164.11
2025-05-06,7,42,26,2,85,1022.0,85.0,307.0,188.89,507.99
2025-05-13,13,23,16,5,258,4428.0,22.0,13.0,464.81,914.39
2025-01-09,15,17,10,8,377,2028.0,1803.0,457.0,117.71,323.3
2025-04-26,10,34,20,12,40,117.0,1608.0,362.0,477.45,586.33
2025-06-27,4,5,30,4,748,1619.0,271.0,197.0,175.59,931.1
2025-05-14,16,47,27,11,499,3875.0,1936.0,414.0,187.75,371.55
2025-03-01,7,42,29,12,297,2395.0,1460.0,345.0,284.36,572.49
2025-06-21,13,30,30,9,514,4879.0,,299.0,403.46,216.49
2025-05-01,4,50,4,14,850,20.0,1644.0,161.0,469.0,598.73
2025-05-19,12,45,18,13,814,335.0,62.0,336.0,231.9,215.8
2025-06-24,20,30,18,4,133,3003.0,1584.0,322.0,40.55,945.52
2025-04-18,2,14,27,2,598,1518.0,1550.0,32.0,240.58,272.1
2025-04-18,5,25,14,15,980,3351.0,1943.0,467.0,,966.45
2025-05-11,8,3,26,3,173,4123.0,1920.0,277.0,129.28,247.43
2025-03-17,4,38,28,15,791,2992.0,449.0,437.0,364.59,354.74
2025-01-30,2,20,12,4,703,2664.0,1964.0,480.0,299.31,37.79
2025-01-21,6,23,28,6,364,3448.0,153.0,311.0,89.08,244.84
2025-06-05,3,23,8,10,615,2374.0,665.0,67.0,193.79,743.71
2025-06-10,14,21,25,8,620,1600.0,1353.0,,273.57,755.39
2025-06-12,10,44,11,11,842,4946.0,998.0,425.0,58.23,291.51
2025-06-29,11,5,26,6,496,1224.0,384.0,451.0,94.34,133.31
2025-02-03,5,9,9,10,753,3461.0,1247.0,13.0,23.58,491.1
2025-02-10,16,39,28,9,808,1917.0,1278.0,44.0,397.74,679.61
2025-02-20,9,22,19,12,45,3205.0,383.0,196.0,381.74,396.45
2025-06-24,16,19,16,4,200,192.0,286.0,222.0,387.57,523.3
2025-03-23,9,5,17,15,406,576.0,179.0,16.0,349.8,964.96
2025-02-27,17,4,10,14,663,1676.0,1245.0,292.0,360.28,38.65
2025-03-16,12,21,2,3,396,2595.0,1696.0,51.0,340.39,159.34
2025-01-23,15,18,24,1,250,4156.0,1674.0,479.0,499.05,640.89
2025-06-25,10,5,29,2,171,3206.0,1663.0,483.0,347.13,416.37
2025-05-08,4,39,19,12,18,351.0,1751.0,276.0,364.77,948.79
2025-05-30,17,13,13,1,717,4163.0,590.0,152.0,54.11,809.17
2025-01-17,18,26,28,8,655,4498.0,337.0,42.0,285.04,163.75
2025-03-10,18,16,18,5,899,2420.0,1768.0,74.0,19.14,939.99
2025-04-18,10,11,4,14,7,4120.0,181.0,324.0,295.2,34.56
2025-05-19,11,3,5,11,617,4487.0,1497.0,308.0,284.15,128.61
2025-04-04,1,4,18,2,79,4387.0,672.0,396.0,192.52,871.27
2025-01-15,10,49,30,15,893,3594.0,905.0,436.0,67.45,354.88
2025-04-01,3,9,16,6,280,2994.0,1975.0,177.0,3.57,509.8
2025-06-12,6,30,3,13,511,4385.0,190.0,234.0,33.48,780.75
2025-02-02,17,45,6,14,486,1374.0,1861.0,350.0,86.56,764.05
2025-05-05,12,12,1,11,15,2541.0,299.0,206.0,203.33,571.52
2025-01-16,11,49,28,15,407,4594.0,638.0,450.0,224.76,762.74
2025-06-11,17,13,16,5,935,1851.0,1511.0,89.0,15.21,725.53
2025-03-07,3,21,12,5,944,3868.0,1291.0,210.0,368.25,785.7
2025-06-17,9,43,2,1,732,1683.0,1253.0,278.0,136.89,614.99
2025-06-05,18,42,23,7,975,2311.0,1240.0,467.0,55.74,646.42
2025-02-16,6,21,2,4,943,587.0,1153.0,55.0,305.69,806.16
2025-06-16,3,27,5,2,285,4996.0,1742.0,35.0,286.55,403.71
